,city,area,unit,url
247,Taizhou Zhejiang,9.411,km2,https://www.google.com/search?q=Taizhou+Zhejiang+surface+area
248,Conakry,450,km2,https://www.google.com/search?q=Conakry+surface+area
249,Linyi Shandong,17.192,km2,https://www.google.com/search?q=Linyi+Shandong+surface+area
250,Wuhu Anhui,,,https://www.google.com/search?q=Wuhu+Anhui+surface+area
251,Vienna,414.6,km2,https://www.google.com/search?q=Vienna+surface+area
252,Kollam,73.03,km2,https://www.google.com/search?q=Kollam+surface+area
253,Valencia,134.6,km2,https://www.google.com/search?q=Valencia+surface+area
254,Rajkot,686,km2,https://www.google.com/search?q=Rajkot+surface+area
255,Haikou,2.237,km2,https://www.google.com/search?q=Haikou+surface+area
256,Almaty,682,km2,https://www.google.com/search?q=Almaty+surface+area
257,Baixada Santista,,,https://www.google.com/search?q=Baixada+Santista+surface+area
258,Yancheng Jiangsu,16.921,km2,https://www.google.com/search?q=Yancheng+Jiangsu+surface+area
259,Daqing,,,https://www.google.com/search?q=Daqing+surface+area
260,Rabat,117,km2,https://www.google.com/search?q=Rabat+surface+area
261,West Yorkshire,2.029,km2,https://www.google.com/search?q=West+Yorkshire+surface+area
262,Semarang,,,https://www.google.com/search?q=Semarang+surface+area
263,Quito,372.4,km2,https://www.google.com/search?q=Quito+surface+area
264,Panama City,75.517,km2,https://www.google.com/search?q=Panama+City+surface+area
265,Hyderabad,650,km2,https://www.google.com/search?q=Hyderabad+surface+area
266,Ludhiana,159,km2,https://www.google.com/search?q=Ludhiana+surface+area
267,La Paz,472,km2,https://www.google.com/search?q=La+Paz+surface+area
268,Lianyungang,,,https://www.google.com/search?q=Lianyungang+surface+area
269,Lome,333,km2,https://www.google.com/search?q=Lome+surface+area
270,Davao City,2.444,km2,https://www.google.com/search?q=Davao+City+surface+area
271,Leon de los Aldamas,,,https://www.google.com/search?q=Leon+de+los+Aldamas+surface+area
272,Zhuhai,Area,,https://www.google.com/search?q=Zhuhai+surface+area
273,Turin,130.2,km2,https://www.google.com/search?q=Turin+surface+area
274,Bucharest,228,km2,https://www.google.com/search?q=Bucharest+surface+area
275,Adana,1.945,km2,https://www.google.com/search?q=Adana+surface+area
276,Warsaw,517.2,km2,https://www.google.com/search?q=Warsaw+surface+area
277,Hamburg,755.2,km2,https://www.google.com/search?q=Hamburg+surface+area
278,Datong,,,https://www.google.com/search?q=Datong+surface+area
279,Benin City,1.204,km2,https://www.google.com/search?q=Benin+City+surface+area
280,Budapest,525.2,km2,https://www.google.com/search?q=Budapest+surface+area
281,Madurai,148,km2,https://www.google.com/search?q=Madurai+surface+area
282,Montevideo,200,km2,https://www.google.com/search?q=Montevideo+surface+area
283,Quanzhou,11.219,km2,https://www.google.com/search?q=Quanzhou+surface+area
284,Palembang,400.6,km2,https://www.google.com/search?q=Palembang+surface+area
